,conta_contabil,cod_r,nome_conta,saldo_ant,deb,cred,saldo_atual
30,1.1.03.04.01.402814,136081.0,AMERICA LICENCIAMENTOS,2281.9,1119.3,3355.87,4518.469999999999
31,1.1.03.04.01.350190,132909.0,CARLOS A. DE BRITO TRANSPORTE,530.34,0.0,499.42,1029.76
32,1.1.03.04.01.433945,139425.0,VERISURE BRASIL MONITORAMENTO,1602.04,0.0,1661.84,3263.88
33,1.1.03.04.02.000000,13241.0,ADIANTAMENTO IMPORTACAO,0.0,22859.37,10590.74,-12268.63
34,1.1.03.04.02.000033,15177.0,ADIANTAMENTO IMPORTAÇÃO,0.0,20391.16,10158.59,-10232.57
35,1.1.03.07.00.000000,145.0,IMPOSTOS A RECUPERAR,18190.43,125683.11,159909.32,52416.64000000001
36,1.1.03.07.01.000000,1957.0,IMPOSTOS A RECUPERAR,17864.05,143730.65,141616.15,15749.55
37,1.1.03.07.01.000001,182.0,ICMS A RECUPERAR,15438.23,35202.47,49045.75,29281.51
38,1.1.03.07.01.000028,13951.0,IMPOSTOS A RECUPERAR,3547.51,90409.85,99059.28,12196.939999999993
39,1.1.03.07.01.000009,11763.0,IR SOBRE APLICACAO,0.0,2912.81,0.0,-2912.81
40,1.1.03.09.00.000000,147.0,DESPESAS DO EXERCICIO SEGUINTE,7743.02,0.0,6972.67,14715.69
41,1.1.03.09.01.000000,1961.0,DESPESAS DO EXERCICIO SEGUINTE,8118.62,0.0,7740.61,15859.23
42,1.1.03.09.01.000001,1108.0,PREMIOS DE SEGURO A APROPRIAR,7776.42,0.0,6964.25,14740.67
43,1.1.04.00.00.000000,112.0,ESTOQUES,972902.13,0.0,0.0,972902.13
44,1.1.04.01.00.000000,1115.0,MERCADORIA,1003072.54,0.0,0.0,1003072.54
45,1.1.04.01.01.000000,1962.0,MERCADORIA,939842.23,0.0,0.0,939842.23
46,1.1.04.01.01.000001,1118.0,MERCADORIAS DE REVENDA,1034754.49,0.0,0.0,1034754.49
47,1.2.00.00.00.000000,18.0,ATIVO NAO CIRCULANTE,173903.53,8828.05,20509.16,185584.64
48,1.2.03.00.00.000000,1131.0,IMOBILIZADO,158716.01,9256.41,22194.32,171653.92
49,1.2.03.01.00.000000,1170.0,MOVEIS,290945.54,9795.05,0.0,281150.49
50,1.2.03.01.00.000009,11223.0,COMPUTADORES E PERIFERICOS,19151.96,2027.77,0.0,17124.19
51,1.2.03.01.00.000004,1178.0,EQUIPAMENTO DE COMUNICACAO,5126.19,0.0,0.0,5126.19
52,1.2.03.01.00.000001,1970.0,MAQUINAS E EQUIPAMENTOS,188842.73,950.3,0.0,187892.43000000002
53,1.2.03.01.00.000003,1177.0,MOVEIS E UTENSILIOS,14456.24,5977.55,0.0,8478.689999999999
54,1.2.03.01.00.000007,11221.0,VEICULOS,82141.13,0.0,0.0,82141.13
55,1.2.03.02.00.000000,1171.0,DEPRECIACAO ACUMULADA,-130955.96,0.0,22677.52,-108278.44
56,1.2.03.02.01.000000,1971.0,DEPRECIACAO ACUMULADA,-117647.27,0.0,22621.39,-95025.88
57,1.2.03.02.01.000009,11230.0,(-) S/ COMPUTADORES E PERIFERICOS,-2429.51,0.0,2313.24,-116.27000000000044
58,1.2.03.02.01.000004,11225.0,(-) S/ EQUIPAMENTO DE COMUNICACAO,-897.37,0.0,698.08,-199.28999999999996
59,1.2.03.02.01.000001,1181.0,(-) S/ MAQUINAS E EQUIPAMENTOS,-55900.05,0.0,9887.54,-46012.51
60,1.2.03.02.01.000003,11224.0,(-) S/ MOVEIS E UTENSILIOS,-8884.46,0.0,975.52,-7908.939999999999
61,1.2.03.02.01.000007,11228.0,(-) S/ VEICULOS,-57324.15,0.0,7805.29,-49518.86
62,2.0.00.00.00.000000,2.0,PASSIVO,-1959104.82,11447192.74,10281858.38,-3124439.1799999997
63,2.1.00.00.00.000000,2207.0,PASSIVO CIRCULANTE,-670154.93,10756671.22,10689161.45,-737664.7000000015
64,2.1.01.00.00.000000,232906.0,FORNECEDORES DIVERSOS,-599006.41,8700924.35,8165100.23,-1134830.5299999993
65,2.1.01.01.00.000000,232910.0,FORNECEDORES,-697300.77,7707095.95,7635398.92,-768997.8000000003
66,2.1.01.01.00.464111,240856.0,3D Machine Impressão 3D Ltda,0.0,439.15,450.1,10.950000000000045
67,2.1.01.01.00.464112,240857.0,ABC COMERCIO DE CHAPAS LTDA,0.0,1218.41,1373.86,155.44999999999982
68,2.1.01.01.00.028023,20970.0,ACEVILLE TRANSPORTES LTDA,0.0,477.84,485.77,7.930000000000007
69,2.1.01.01.00.417551,236327.0,ACOS BRAUNA SISTEMAS DE ARMAZENAGEM LTDA,0.0,3389.87,3139.64,-250.23000000000002
70,2.1.01.01.00.460310,240503.0,AFIEL AFIACOES DE FERRAMENTAS P/MADEIRA,0.0,80.55,89.06,8.510000000000005
71,2.1.01.01.00.388397,234137.0,AKRA IMPORT. MAQ E FERRAMENTAS EIRELI,0.0,28967.04,29341.51,374.4699999999975
72,2.1.01.01.00.015529,21556.0,AMIL ASSISTENCIA MEDICA INTERNACIONAL S.,-2323.98,18034.83,14943.64,-5415.170000000002
73,2.1.01.01.00.397779,28725.0,AUDIOLIFE ABC GESTAO OCUPACIONAL LTDA,0.0,651.09,623.86,-27.230000000000018
74,2.1.01.01.00.053579,224859.0,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA,0.0,12013.37,11731.73,-281.64000000000124
75,2.1.01.01.00.349875,232765.0,BEIMEX COMISSARIA DE DESPACHOS LTDA,0.0,9517.03,10034.0,516.9699999999993
76,2.1.01.01.00.456487,240254.0,BETA DO BRASIL COM. MAQ. E FER.LTDA,0.0,1777.79,2652.14,874.3499999999999
77,2.1.01.01.00.343939,219265.0,BRAGANFER INDUSTRIA E COMERCIO DE FERRO,0.0,182.58,208.18,25.599999999999994
78,2.1.01.01.00.350190,232760.0,CARLOS A DE BRITO TRANSPORTE,-2373.23,22492.28,21762.14,-3103.3699999999994
79,2.1.01.01.00.276906,232050.0,CEL-LEP LIVRARIA,0.0,4804.75,5324.38,519.6300000000001
80,2.1.01.01.00.411336,235982.0,CENTRAL SBC DE EQUIPAMENTOS DE PROTECAO,0.0,216.59,447.3,230.71
81,2.1.01.01.00.016083,21507.0,CLARO S A,0.0,174.73,193.19,18.460000000000008
82,2.1.01.01.00.017449,232448.0,CNAGA ARMAZENS GERAIS ALFANDEGADOS LTDA,0.0,1819.99,1705.02,-114.97000000000003
83,2.1.01.01.00.051576,28359.0,COMERCIAL EUROVAL HIDRAULICOS LTDA ME,0.0,2794.42,2609.56,-184.86000000000013
84,2.1.01.01.00.432809,237928.0,CONTINENTAL FERRAM. E EQUIP. LTDA,-58495.74,60817.07,0.0,-119312.81
85,2.1.01.01.00.051561,24586.0,COPELI INDUSTRIA E COM DE MATERIAL ELETR,-6450.26,5711.3,0.0,-12161.560000000001
86,2.1.01.01.00.031282,28930.0,"CORREA, PORTO SOCIEDADE DE ADVOGADOS",0.0,11817.55,17267.12,5449.57
87,2.1.01.01.00.231837,224555.0,Calhas e Rufos Montaplan LTDA - ME,0.0,228.9,231.89,2.9899999999999807
88,2.1.01.01.00.436836,238391.0,Cohalabra Comercio de Produtos Manufatur,-191.8,222.49,0.0,-414.29
89,2.1.01.01.00.349881,232768.0,DANIEL VICTOR ASCARI,0.0,140122.52,137596.39,-2526.1299999999756
90,2.1.01.01.00.456489,240256.0,DIADEMA TRIACO IND COM FERRO ACO LTDA,0.0,10495.94,9925.72,-570.2200000000012
91,2.1.01.01.00.400384,28727.0,DISPRODI SERVICOS DE MANUTENCAO DE MAQUI,0.0,5544.41,5669.01,124.60000000000036
92,2.1.01.01.00.039631,23450.0,DUTRA MAQUINAS COM E TEC LTDA,0.0,1117.28,1155.94,38.66000000000008
93,2.1.01.01.00.434791,238133.0,ELETRICA DJ MATERIAIS,0.0,0.0,318.55,318.55
94,2.1.01.01.00.460311,240504.0,ELETRICA GIUSTI LTDA,0.0,1199.56,1163.61,-35.950000000000045
95,2.1.01.01.00.016082,21533.0,ELETROPAULO METROPOL ELETRIC DE SAO PAUL,0.0,853.77,953.4,99.63
96,2.1.01.01.00.015459,222633.0,EUREKA,0.0,85.93,84.01,-1.9200000000000017
97,2.1.01.01.00.411337,235983.0,EXATTA BOMBAS LTDA,0.0,1240.99,1280.93,39.940000000000055
98,2.1.01.01.00.421947,216864.0,FAM CARGO BR LOGISTICA INTERNACIONAL LTD,0.0,150.7,163.84,13.140000000000015
99,2.1.01.01.00.138518,222081.0,FAMA TRANSPORTES DE CARGAS EIRELI,0.0,120.69,125.62,4.930000000000007
100,2.1.01.01.00.362688,232774.0,FARCCO TECNOLOGIA INDUSTRIAL EIRELI,0.0,1548.58,1772.59,224.01
101,2.1.01.01.00.393060,234487.0,FERMAN MANUTENCAO DE MAQUINAS E EQUIPAME,0.0,1281.9,1310.14,28.24000000000001
102,2.1.01.01.00.350199,232758.0,FL CARGO TRANSPORTES E SERVICOS EIRELI,0.0,15170.74,15173.82,3.0799999999999272
103,2.1.01.01.00.032666,21450.0,FORNECEDORES REMESSA - C,0.0,2797997.89,2928569.84,130571.94999999972
104,2.1.01.01.00.032665,21449.0,FORNECEDORES REMESSA - D,0.0,2944208.64,2701241.34,-242967.30000000028
105,2.1.01.01.00.439220,238658.0,GALPERFIL PERFILADOS METALICOS E ACESSOR,0.0,614.76,526.62,-88.13999999999999
106,2.1.01.01.00.456488,240255.0,GMS GEHRMANN MAQUINAS E SERVICOS TECNICO,0.0,182.42,164.37,-18.049999999999983
107,2.1.01.01.00.159116,221803.0,GURGELMIX MAQUINAS E FERRAMENTAS S.A.-CA,-1242.5,1421.31,194.91,-2468.8999999999996
108,2.1.01.01.00.039652,22510.0,HANNOVER PLASTICOS S/A,0.0,1576.46,1624.45,47.99000000000001
109,2.1.01.01.00.031869,21204.0,HATEN PEL COMERCIO DE EMBALAGENS LTDA -,0.0,63.27,66.7,3.4299999999999997
110,2.1.01.01.00.035611,26172.0,HDEZ EMPREENDIMENTOS LTDA,0.0,427.63,465.03,37.39999999999998
111,2.1.01.01.00.456110,240238.0,HIGH TECH USINAGEM LTDA,0.0,33301.11,38107.3,4806.190000000002
112,2.1.01.01.00.388408,234392.0,HOTEIS 2H LTDA,0.0,779.52,732.21,-47.309999999999945
113,2.1.01.01.00.112523,231407.0,HTCY BRASIL ETIQUETAS E TECNOLOGIA EIREL,0.0,0.0,2098.77,2098.77
114,2.1.01.01.00.419556,236487.0,INDUSFACAS COM. E IND. DE LAMINAS DE SER,-8598.38,81185.4,81672.63,-8111.149999999989
115,2.1.01.01.00.419559,213754.0,IVY LOGISTICA E TRANSPORTES EIRELI,0.0,92.2,80.45,-11.75
116,2.1.01.01.00.438929,238649.0,J C DE SOUZA MAQUINAS,0.0,1469.07,1488.68,19.610000000000127
117,2.1.01.01.00.445427,239357.0,J.J. SANTOS COMERCIO E REPRESENTACAO COM,0.0,2329.05,2328.1,-0.9500000000002728
118,2.1.01.01.00.464108,225848.0,JCARGAS TRANSPORTES E LOGISTICA,0.0,0.0,405.38,405.38
119,2.1.01.01.00.439221,238659.0,JEISSE DOS SANTOS MACHADO,0.0,130.52,136.98,6.4599999999999795
120,2.1.01.01.00.015763,21090.0,KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,-494.37,1168.62,1335.17,-327.8199999999998
121,2.1.01.01.00.406872,218561.0,LALAMOVE TECNOLOGIA BRASIL LTDA,0.0,200.57,213.55,12.980000000000018
122,2.1.01.01.00.441962,238921.0,LEONARDO LUIS MACHADO PUBLICIDADE,0.0,873.7,1236.46,362.76
123,2.1.01.01.00.000179,21548.0,LERIO & SILVA CONTABILIDADE ESTRATÉGICA,0.0,19848.24,20036.03,187.78999999999724
124,2.1.01.01.00.419554,236486.0,LIONS COMERCIO DE AUTO PECAS LTDA EPP,0.0,506.47,513.35,6.8799999999999955
125,2.1.01.01.00.024128,22725.0,LOCAWEB SERVICOS DE INTERNET S.A.,0.0,488.06,525.48,37.420000000000016
126,2.1.01.01.00.400382,235458.0,LUCAS VIANA DIAS CARVALHO,-92.9,654.13,550.41,-196.62000000000003
127,2.1.01.01.00.110016,21448.0,LUITEX MAQUINAS E FERRAMENTAS LTDA - SBO,0.0,31027.89,93217.72,62189.83
128,2.1.01.01.00.378830,233573.0,Lenovo Comercial e Distribuição Ltda,-1166.61,1389.75,0.66,-2555.7
129,2.1.01.01.00.445041,239343.0,MACHINE GROW SERVICE LTDA ME,0.0,2962.36,2874.53,-87.82999999999993
130,2.1.01.01.00.242863,224940.0,MADEIREIRA DIADEMA LTDA,0.0,2493.81,4172.05,1678.2400000000002
131,2.1.01.01.00.447589,239543.0,MARCOS ROBERTO COUTO 00360625029,0.0,81.82,89.94,8.120000000000005
132,2.1.01.01.00.024931,22997.0,MULTIPLAN ADMINISTRADORA DE SHOPPING CEN,0.0,23.38,20.58,-2.8000000000000007
133,2.1.01.01.00.432863,237929.0,MUNICIPIO DE BELO HORIZONTE,0.0,99.35,104.82,5.469999999999999
134,2.1.01.01.00.372305,233556.0,NATOLOG TRANSPORTES E LOGISTICA EIRELI,0.0,4098.73,4064.36,-34.369999999999436
135,2.1.01.01.00.019298,21807.0,NEXTEL TELECOMUNICACOES LTDA,0.0,722.88,716.77,-6.110000000000014
136,2.1.01.01.00.447590,239544.0,NISMOCAR SERVICOS AUTOMOTIVOS LTDA,0.0,1513.96,1637.57,123.6099999999999
137,2.1.01.01.00.016529,21803.0,NOTRE DAME INTERMEDICA SAUDE SA,0.0,553.92,538.75,-15.169999999999959
138,2.1.01.01.00.404852,211110.0,NOVA JF PNEUS LTDA,0.0,46.56,45.23,-1.3300000000000054
139,2.1.01.01.00.441963,238922.0,ODAIR OLIVATO,0.0,339.58,316.12,-23.45999999999998
140,2.1.01.01.00.436835,238390.0,ON THE WALL GRAFICA DIGITAL LTDA.,-636.57,661.75,0.0,-1298.3200000000002
141,2.1.01.01.00.417108,211116.0,OSWALDO HUNCH 69494088891,0.0,33067.94,34567.42,1499.479999999996
142,2.1.01.01.00.024496,224790.0,PARAFUSOS RUDGE RAMOS LTDA,0.0,60.8,435.45,374.65
143,2.1.01.01.00.039733,22538.0,PLUS CARGO INTERNACIONAL LTDA,0.0,435.78,444.92,9.140000000000043
144,2.1.01.01.00.427240,219671.0,PM PELOSINI TRANSPORTES  ROTATIVA,-34.17,1306.91,1330.9,-10.179999999999993
145,2.1.01.01.00.455462,240041.0,POTYGUARA GRAFICA E EDITORA LTDA,0.0,0.0,0.0,0.0
146,2.1.01.01.00.401521,235411.0,PRIME OFFICE AMBIENTES CORPORATIVOS LTDA,-766.49,751.4,0.0,-1517.8899999999999
147,2.1.01.01.00.032288,201426.0,RARO S SISTEMAS E AUTOMACAO LTDA  EPP,-162.06,150.55,0.0,-312.61
148,2.1.01.01.00.286792,227124.0,RCM IMPORTADORA DE FERR LTDA,0.0,70400.89,76926.23,6525.3399999999965
149,2.1.01.01.00.441971,240281.0,RIOPEX TRANSPORTES RODOVIARIOS LTDA,0.0,132.94,139.35,6.409999999999997
150,2.1.01.01.00.350210,232047.0,RT TOOLS INDUSTRIA E COMERCIO EIRELI-EPP,-61543.8,220900.92,152760.27,-129684.45000000003
151,2.1.01.01.00.427066,237466.0,RUDGE PLAST COMERCIO DE EMBALAGENS LTDA,0.0,60.25,58.32,-1.9299999999999997
152,2.1.01.01.00.441964,238923.0,SANDRO JOSE DE OLIVEIRA 18020546855,0.0,480.62,433.88,-46.74000000000001
153,2.1.01.01.00.026457,21594.0,SERASA S.A.,0.0,196.72,186.76,-9.960000000000008
154,2.1.01.01.00.332982,230125.0,SERDOMOLDE IND. E COM. DE ARTEFATOS PLAS,0.0,1663.74,1494.34,-169.4000000000001
155,2.1.01.01.00.349877,232766.0,SERGIO RICARDO DE ANDRADE 15748279878,0.0,31266.25,35856.23,4589.980000000003
156,2.1.01.01.00.299160,228194.0,SERV FIX COM. E MANUTENCAO DE EQUIP. LTD,0.0,996.99,1006.15,9.159999999999968
157,2.1.01.01.00.421929,216863.0,SERVICEDATA INFORMATICA LTDA,0.0,7059.34,7891.95,832.6099999999997
158,2.1.01.01.00.348638,232761.0,SNAPON DO BRASIL COM INDUSTRIA LTDA,-29936.36,111792.38,110429.55,-31299.190000000002
159,2.1.01.01.00.425137,236895.0,SO SERRAS COMERCIO E SERVICOS LTDA ME,0.0,1464.29,1499.98,35.690000000000055
160,2.1.01.01.00.363248,20532.0,SODEXO PASS DO BRASIL SERVICOS DE GESTAO,0.0,19.17,19.04,-0.13000000000000256
161,2.1.01.01.00.024140,21771.0,SODEXO PASS DO BRASIL SERVICOS E COMERCI,0.0,41.52,42.46,0.9399999999999977
162,2.1.01.01.00.061135,24661.0,SOLO NETWORK BRASIL LTDA,-1646.35,1694.09,0.0,-3340.4399999999996
163,2.1.01.01.00.355946,232296.0,SUL CORTE IMPORTADORA DE FERRAMENTAS LTD,0.0,1541.91,4898.57,3356.66
164,2.1.01.01.00.404851,237749.0,SUMARE PARK HOTEL LTDA,0.0,792.31,684.73,-107.57999999999993
165,2.1.01.01.00.024163,21724.0,SUPRICORP SUPRIMENTOS LTDA,0.0,47.93,40.97,-6.960000000000001
166,2.1.01.01.00.432816,237924.0,Shopping do Mecanico Comercio Maquinas e,-21862.66,20231.26,0.0,-42093.92
167,2.1.01.01.00.015650,21517.0,TELEFONICA BRASIL S.A.,0.0,3025.1,3277.87,252.76999999999998
168,2.1.01.01.00.016086,238570.0,TRANSVALMAR SERVIÇOS E TRANSPORTES DE CA,0.0,4069.01,3756.2,-312.8100000000004
169,2.1.01.01.00.460312,240505.0,VECTOR SOLUCOES ADMINISTRATIVAS LTDA,0.0,0.0,0.0,0.0
170,2.1.01.01.00.030072,28698.0,VENETOSUL TRANSPORTES LTDA  CTB  003,-972.27,1231.82,299.76,-1904.33
171,2.1.01.01.00.039793,22606.0,VERISURE BRASIL MONITORAMENTO DE ALARMES,-199.81,1343.08,1534.39,-8.49999999999983
172,2.1.01.01.00.434720,238926.0,Vollmer do Brasil Industria de Maquinas,0.0,6812.96,22572.79,15759.830000000002
173,2.1.01.01.00.350198,232046.0,WIKUS IMPORTAÇÃO,-472744.59,1653543.5,1599261.03,-527027.06
174,2.1.01.01.00.326452,229641.0,WP RESTAURANTE LTDA ME,0.0,120.08,130.26,10.179999999999993
175,2.1.02.00.00.000000,2211.0,EMPRESTIMOS E FINANCIAMENTOS,0.0,47486.98,175813.75,128326.76999999999
176,2.1.02.01.00.000000,2218.0,EMPRESTIMOS BANCARIOS,0.0,47786.76,173839.51,126052.75
177,2.1.02.01.01.000000,2978.0,EMPRESTIMOS BANCARIOS,0.0,48285.47,167325.59,119040.12
178,2.1.02.01.01.000021,25378.0,(-) JUROS S/ EMPRÉSTIMO ITAÚ - CAPITAL DE GIRO,0.0,20483.14,3413.73,-17069.41
179,2.1.02.01.01.000012,24192.0,EMPRÉSTIMO - BANCO ITAU,0.0,26195.51,177090.71,150895.19999999998
180,2.1.03.00.00.000000,2212.0,ENCARGOS SOCIAIS,-27408.07,282642.12,238083.67,-71966.51999999999
181,2.1.03.01.00.000000,2981.0,OBRIGACOES SOCIAIS,-29128.86,265844.19,238103.84,-56869.21000000001
182,2.1.03.01.00.000009,2234.0,COFINS A RECOLHER,-12972.53,109619.66,106993.33,-15598.860000000002
183,2.1.03.01.00.000011,2237.0,CONTR.ASSISTENCIAL,-99.06,267.86,160.51,-206.41000000000003
184,2.1.03.01.00.000006,2230.0,FGTS A RECOLHER,-1161.39,6320.59,6984.41,-497.5700000000004
185,2.1.03.01.00.000005,2229.0,INSS A RECOLHER,-4081.65,31901.3,33447.46,-2535.4900000000002
186,2.1.03.01.00.000013,21102.0,IRRF A RECOLHER,-624.19,4845.1,3958.32,-1510.9700000000003
187,2.1.03.01.00.000001,21750.0,ORDENADOS E SALARIOS A PAGAR,-5567.33,93403.71,89714.69,-9256.350000000004
188,2.1.03.01.00.000008,2232.0,PIS A RECOLHER,-2713.43,21291.2,22131.98,-1872.650000000001
189,2.1.03.01.00.000002,21751.0,PRO-LABORE A PAGAR,-979.64,8480.14,8573.83,-885.9499999999995
190,2.1.04.00.00.000000,2213.0,OBRIGAÇÕES TRIBUTARIAS,-50903.2,1132507.93,1047131.24,-136279.88999999996
191,2.1.04.01.00.000000,2982.0,OBRIGACOES FISCAIS,-47610.94,1026995.56,1151732.15,77125.64999999985
192,2.1.04.01.00.000012,2254.0,CSLL A PAGAR,-17182.28,42543.67,41904.55,-17821.399999999994
193,2.1.04.01.00.000001,2243.0,ICMS A RECOLHER,0.0,751615.3,679446.92,-72168.38
194,2.1.04.01.02.000000,23041.0,ICMS ST A RECOLHER,0.0,48933.47,40977.11,-7956.360000000001
195,2.1.04.01.00.000002,2244.0,IPI A RECOLHER,-4691.37,246745.5,235893.38,-15543.489999999994
196,2.1.04.01.00.000013,2255.0,IRPJ A PAGAR,-24719.77,72977.22,86697.42,-10999.570000000003
197,2.1.04.01.01.000000,22261.0,IRRF S/ ALUGUEL,-1419.7,3184.39,2113.46,-2490.63
198,2.1.04.01.07.000000,23941.0,IRRF TERCEIROS A PAGAR,-9.16,12.64,294.01,272.21
199,2.1.04.01.00.000003,2245.0,ISS A RECOLHER,0.0,2262.59,2558.69,296.0999999999999
200,2.1.04.01.00.000016,2258.0,ISS RETIDO TERCEIROS,-1470.34,1347.64,102.64,-2715.34
201,2.1.04.01.00.000027,2269.0,PIS/COFINS/CSLL,-32.75,198.21,1031.21,800.25
202,2.1.05.00.00.000000,2214.0,OBRIGACOES DIVERSAS,-5990.86,1623773.33,1623761.55,-6002.640000000028
203,2.1.05.01.00.000000,2273.0,ANTECIPACOES DE CLIENTES,0.0,1411915.55,1299966.91,-111948.64000000013
204,2.1.05.01.01.000000,2983.0,ANTECIPACOES DE CLIENTES,0.0,1366587.3,1341020.45,-25566.850000000093
205,2.1.05.01.01.000002,22549.0,DESCONTO DE DUPLICATAS,0.0,1411083.51,1462377.42,51293.909999999916
206,2.1.05.05.00.000000,2277.0,CONTAS A PAGAR,-5962.85,45690.56,44368.4,-7285.009999999997
207,2.1.05.05.01.000000,2987.0,CONTAS A PAGAR,-6027.34,49411.62,45621.57,-9817.390000000003
208,2.1.05.05.01.000001,2296.0,ALUGUEIS A PAGAR,-5148.88,46373.67,52460.16,937.6100000000051
209,2.1.05.05.01.000003,2298.0,SEGUROS A PAGAR,-1400.26,1291.2,0.0,-2691.46
210,2.3.00.00.00.000000,2209.0,PATRIMONIO LIQUIDO,-1160434.46,411935.5,0.0,-1572369.96
211,2.3.01.00.00.000000,2354.0,CAPITAL,-158161.35,0.0,0.0,-158161.35
212,2.3.01.01.00.000000,2995.0,CAPITAL SOCIAL,-142313.34,0.0,0.0,-142313.34
213,2.3.01.01.00.000001,2358.0,CAPITAL SOCIAL,-148767.88,0.0,0.0,-148767.88
214,2.3.03.00.00.000000,2356.0,RESERVAS DE LUCROS,-1003047.21,0.0,0.0,-1003047.21
215,2.3.03.01.00.000000,2997.0,RESERVAS DE LUCROS,-1055681.53,0.0,0.0,-1055681.53
216,2.3.03.01.00.000001,2368.0,RESERVA LUCROS A REALIZAR,-1046906.76,0.0,0.0,-1046906.76
217,2.3.04.00.00.000000,2357.0,LUCROS/PREJUIZOS,0.0,446013.73,0.0,-446013.73
218,2.3.04.01.00.000000,2998.0,LUCROS/PREJUIZOS ACUMULADOS,0.0,467182.32,0.0,-467182.32
219,2.3.04.01.05.000000,23022.0,(-) LUCRO DISTRIBUIDO,0.0,477769.25,0.0,-477769.25
220,3.0.00.00.00.000000,3.0,ENTRADAS E CUSTOS,0.0,2309606.58,456859.29,-1852747.29
221,3.2.00.00.00.000000,3379.0,ENTRADAS COMERCIAIS,0.0,2350757.7,515955.54,-1834802.1600000001
222,3.2.01.00.00.000000,3416.0,COMPRAS P/COMERCIALIZACAO,0.0,2146965.67,524147.67,-1622818.0
223,3.2.01.01.00.000000,31002.0,COMPRAS P/COMERCIALIZACAO,0.0,2225420.41,489887.38,-1735533.0300000003
224,3.2.01.01.00.000020,33798.0,(-) ICMS S/ FRETES COMPRAS REVENDAS,0.0,0.0,2846.01,2846.01
